,board,value
4285,rn3b1r/2pqp3/p2p1nkp/1pP2pP1/1P3P2/Bb1P2PN/PN2PK2/1R1Q1B1R,-1
4286,r2qkbb1/P3p1n1/B1n3p1/2Rpp2r/6pP/B1Q2P2/2PP1R2/1N2K1N1,1
4287,8/8/5k2/8/5n2/5p2/8/1K6,1
4288,1k6/8/1N6/2B5/8/1r3p2/8/4K3,1
4289,8/p2kn3/7p/2PR4/1rP4P/p4P2/N5BK/7R,-1
4290,b6k/5p2/4pPp1/3r4/p2Pp1P1/P1R4P/3p2K1/8,1
4291,4n2N/3b2k1/8/2p3P1/8/8/8/3b2K1,-1
4292,2b1kr2/2rp2p1/Bp5n/4pP2/1nPp1BPp/NP3N2/5P1P/R1Q1K1R1,-1
4293,1q1r4/6p1/4K3/bN2R3/p2p1k2/P7/1B5r/2n4R,1
4294,1R6/1K6/8/8/8/8/6k1/8,1
4295,2kq4/r7/p4ppr/N1p1Pn1p/p1PNb2P/P1n1PP2/1P4P1/2R1KB1R,1
4296,1b6/k4r2/3N4/B7/5p2/5K2/8/8,1
4297,2K5/8/3k1P2/p5b1/P7/8/3n4/8,-1
4298,6k1/pr6/1pb2p2/1PpP4/8/b6K/4n3/1R6,-1
4299,8/4R3/5k2/8/K4nP1/8/1b6/8,-1
4300,2R1n3/1n3k2/4p1pq/4p3/Q2p4/1rP1bp2/2B5/2NK1RBr,1
4301,rnbqkbnr/p1pppppp/1p6/8/8/5P2/PPPPP1PP/RNBQKBNR,1
4302,8/8/1P1P4/2k1q3/8/8/1R4Kb/2n5,-1
4303,5k2/1r2pr2/p3P2P/3p3p/1PNq2pP/1K2R3/1P6/3R4,-1
4304,k7/2b2NP1/P7/B2r4/5p2/1r6/2b5/6K1,1
4305,8/5r2/3p3b/pp1RnP2/8/P7/K4k2/7n,-1
4306,2B4K/k7/8/8/8/8/6R1/8,-1
4307,1b6/k7/8/B5N1/5p2/2rb4/4Q3/6K1,1
4308,1b6/7N/1k5p/4B2P/P5P1/1n6/5N2/R6K,-1
4309,4q2k/8/7p/8/3b2K1/8/7b/8,-1
4310,8/8/2KN4/1B4k1/8/7p/7P/8,-1
4311,8/8/5kn1/K7/6P1/8/1b2R3/8,-1
4312,4N1nr/3B1kq1/2P5/2P1b3/2PnPPPQ/p2pP3/3R3P/BN3K1R,1
4313,r3kbb1/P3p1nr/Bq4p1/2Rpp3/1n4pP/B2P1P2/2P1NR2/QN2K3,1
4314,8/8/2K5/8/6kP/8/6B1/2N5,-1
4315,4k3/8/6K1/8/8/5r2/8/1N6,1
4316,3k1B2/p2N4/n6p/1pp5/PP2r3/3P1PrP/N1P1QK2/R3R2B,-1
4317,rn3b1r/2pqp3/p2p1nkp/1pP2pP1/1P3P2/B2P2PN/PNbQPK2/1R3B1R,-1
4318,2k5/rN6/5ppr/p1pqPN1p/p1P1b2P/PP2nP2/4n1P1/2R1KB1R,1
4319,R7/8/8/7P/p5k1/4n3/7K/q6B,-1
4320,8/7K/4r3/1P6/8/N7/5k2/8,1
4321,8/8/1P2k3/8/8/7K/n7/4b1Q1,-1
4322,8/1k3K2/8/6R1/6P1/8/6n1/b7,-1
4323,3r1b1r/3Pk2p/7n/1Np3pP/1P3pP1/4PB2/P2P4/1RB1KbNR,-1
4324,7k/1rP1n3/pp3p2/7K/2p5/b7/8/6R1,-1
4325,rn2k3/1pp1b1p1/2qr4/2Qb1P2/1P1pNp1p/B2P4/P1RKPP1P/5B1R,1
4326,rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR,1
4327,6b1/4r3/8/3k4/6p1/P4P2/8/3B2K1,1
4328,1nbqkbnr/1pppppp1/8/1p5p/r7/2P5/PB1PPPPP/R2QKBNR,1
4329,k7/2b2N2/PB4P1/2rP1p2/8/1r6/2b5/6K1,1
4330,rnb2kn1/5pbr/1p2p3/p2p3p/P1Pp4/4N1PN/RP2PP1P/2B1KB1R,-1
4331,rn2kr2/1pp3p1/4b2p/p3P3/PB5N/1PQ1P3/2P4P/1R2KnR1,1
4332,5k2/3q4/1P3P1p/b4K2/8/8/p7/b7,-1
4333,6k1/8/6r1/8/2K5/3n4/8/8,1
4334,3qkr2/1bpp2bp/r4p2/1pB3pn/3PN1P1/2N1n3/1RP2K1P/1Q1BR3,1
4335,8/8/P7/1b1K4/2r5/8/8/k7,1
4336,1nr5/2p5/Rp3p1b/2Qqk3/1n2BpPp/7P/8/K7,1
4337,2k3nr/7p/3bN3/6pP/PP3RP1/4p2N/1BRPB3/5K2,-1
4338,1Q6/2p5/7b/3qr3/3k3p/1Bp1np1P/8/K7,1
4339,3n1b2/1N2Bk1r/b1P3p1/1p3pP1/2P2p1P/2r5/4R1K1/5RN1,-1
4340,rnbqkbnr/p1pppppp/8/8/p7/7P/1PPPPPP1/RNBQKBNR,-1
4341,2K5/8/8/4r3/4k3/3R4/8/8,1
4342,2b2r2/3p1kp1/1p6/RBr1pn2/2Pp1BPN/1P6/2n2P1P/1NQK3R,-1
4343,2k5/8/8/r7/8/8/6K1/8,1
4344,b6k/5p2/4pPp1/6r1/p2Pp1PP/P1R5/4K3/3r4,1
4345,rq3b2/6pr/Bn1Qpk2/3ppn1p/pp1P2PP/PN3R2/N4P2/2BR1K2,1
4346,1n6/2p5/Rp2q2b/4kp2/1n1r1pPp/2Q4P/8/KB6,1
4347,Q7/2p5/7b/3qr3/3k3p/1Bp1np1P/8/K7,1
4348,8/5R1r/6p1/2k2b1r/ppB4P/P4P2/7R/5K2,1
4349,2kn4/8/5bB1/8/1B1R4/2K4p/R5PP/8,-1
4350,2q5/5k2/np1pr3/R2P2pp/1PP1P1nP/4BpKQ/7R/1NN5,-1
4351,8/8/k7/5K2/1n6/8/8/4n3,1
4352,6k1/8/6r1/1K6/8/3n4/8/8,1
4353,1r6/p7/n1k4p/1pP1R3/PP1Q3P/5P2/N1P5/1R3K1B,-1
4354,2bqk1n1/1r1p4/1pn3p1/p1BP3p/1pP1P2P/P4p2/4NKQR/RN3B2,-1
4355,8/2R5/1N1N3B/1P6/2P1p1k1/4P1P1/3PB2P/4K1R1,1
4356,8/1K6/5R2/8/8/8/8/4k3,1
4357,5N2/2kn4/7p/7P/P5P1/R6N/8/2B3bK,-1
4358,2R1k3/3b4/n7/1p3P2/1P2Np1p/2KPQP2/P5BP/B7,1
4359,7k/5p2/2bP1Pp1/4p3/p3p2P/P5r1/8/1K5R,1
4360,rn3bnQ/2p1pq2/p5k1/1pPN1pp1/5PP1/B6N/P1b1PK2/1R3B1R,-1
4361,3B3R/8/8/8/4n3/8/8/q3k1K1,-1
4362,5kB1/pr6/1pb2p2/1PpP4/8/b6K/8/2nR4,-1
4363,1R6/1n3kn1/1r2p1p1/4p2q/b2p4/1QPBbp2/5B2/1KN2R1r,1
4364,8/1k4K1/5n1Q/8/8/8/8/8,-1
4365,r1bqkbnr/2ppppp1/1pn4p/p7/3PP1P1/4B2N/PPP2PBP/RN1QK2R,-1
4366,6n1/1r3k2/1p3p2/R6K/8/2p5/8/8,-1
4367,4r3/n5Nk/r7/1pp3P1/6qP/5K2/8/8,1
4368,2Q5/5k2/8/8/5P2/8/PP4K1/8,-1
4369,8/8/1k6/5K2/8/8/3r4/8,1
4370,rn2k2b/p1p1p3/1QPq4/1N1prp1p/1P2P2P/3P1P2/P4nP1/2R1KBNR,-1
4371,7k/8/6K1/8/8/1p3p2/8/3R4,-1
4372,r1b5/ppq1nk2/P2p3b/1rp1ppp1/4PP1p/P1PPB2N/3QK1PP/RN3B1R,-1
4373,qr3Nk1/1R6/5p2/1pbp1b1R/1p1PP1p1/1nP5/1n3KB1/8,-1
4374,3r1bnr/3Pk2p/2Q5/1Np3pP/1P3pPR/3bPB2/P2P4/R1B1K1N1,-1
4375,7B/8/8/1n6/p7/4R3/8/5k1K,-1
4376,8/2R2p2/1N4kB/1P2p3/4N2P/7B/2PPPP1P/3QK2R,1
4377,8/p7/1k1n3p/4r2P/2P5/p4P1K/N5B1/3RR3,-1
4378,2R5/5k2/6b1/1p4N1/1n3p2/1K1PQP1p/P6P/B6B,1
4379,8/5R2/8/2k5/8/8/3K4/8,-1
4380,4b2N/2k5/P5P1/3P1p2/1B3b2/4rr2/8/6K1,1
4381,8/K2k4/8/3R4/8/8/8/8,1
4382,1q1r3r/6p1/4K3/1N4k1/p2p4/P7/1B1b3R/2n4R,1
4383,1R2K3/8/8/8/3k4/8/2r5/8,1
4384,4N1nr/3B2qb/2Pb2k1/2P5/2PnPPPQ/p1BpP3/3R3P/1N3K1R,1
4385,6k1/1K6/7P/1R5B/8/7p/7P/8,-1
4386,N7/8/8/7P/4K3/8/7k/8,-1
4387,3n4/8/8/8/8/5p2/1K3k2/8,1
4388,8/4k3/7P/RK5B/8/7p/7P/8,-1
4389,4k3/8/6n1/3R4/1p6/7B/RK6/4r3,-1
4390,8/2k5/8/8/8/7R/4K3/8,-1
4391,b1k5/8/4Kb2/8/8/6r1/8/8,1
4392,2r1k1nr/3Bb3/n1q5/pPP5/2Ppp2Q/N3PPNb/1R1P2PP/2B2K1R,1
4393,3k4/6rB/8/3r4/1p3n2/1KR4P/2R5/8,-1
4394,r1b3Br/p1kp4/1p3p2/1Pp4P/2P3Kp/B1b5/n1R5/5R2,-1
4395,6b1/1B6/8/3r4/6P1/P7/3k4/5K2,1
4396,8/3r4/3k4/6p1/B3R3/P2b1P2/4r3/6K1,1
4397,rnbqkbnr/p1ppppp1/1p5p/8/4PP2/8/PPPP2PP/RNBQKBNR,-1
4398,3qkr2/1bpp2bp/r4p2/1pBn2pn/3PN1P1/2N5/1RP2K1P/1Q1BR3,1
4399,rn3bnQ/2p1p2q/p5k1/1pPN1pP1/5NP1/B2b4/P3PK2/1R3B1R,-1
4400,1R2nb2/1n2k3/B2rp1p1/4p3/b1Np4/1QP2p1q/4NB2/4K1Rr,1
4401,8/7P/P3k3/6p1/5nP1/8/8/2K1b3,-1
4402,1b1k3N/4r3/6P1/P2P1p2/1B1P1P2/5r2/b5K1/8,1
4403,rn2k2b/p1p1p3/1QPq4/1N1pr2p/1P2p2P/3P1P2/P4nP1/2R1KBNR,-1
4404,rn1qkb2/pbp1p1B1/1p2r3/2Pp1p1p/1P2P1nP/N4P2/P2P2P1/2RQKBNR,-1
4405,8/8/5k2/8/K4nP1/8/1b2R3/8,-1
4406,1nbqkb1r/1pppp3/r4Bp1/1P3p1p/8/1Q1P4/2K1P1PP/R4BNn,1
4407,6b1/8/2B5/7r/6P1/P1k5/8/5K2,1
4408,rn2k1nr/ppp2ppp/8/2bbp3/P7/8/1PPB4/R6K,-1
4409,2k5/8/8/3r4/5N2/5pB1/8/6K1,1
4410,1k5N/8/P5P1/3P1p2/5b2/4rr2/2bB4/6K1,1
4411,8/2B5/8/7R/4n3/p7/8/4k1K1,-1
4412,8/2B5/8/8/4n3/p5R1/8/3k2K1,-1
4413,2R1n3/1n3k2/4p1pq/1r2p3/Q2p4/2P1bp2/2B2B2/2N1KR1r,1
4414,5b2/8/3p1P2/p4R2/7r/P7/1K5k/7n,-1
4415,kb6/5r2/8/B7/4Np2/5K2/8/8,1
4416,r1bqk1rN/1pp1b3/2n2p2/p2p4/1P1Pp1pp/1QP2P1R/P2N1KB1/1Rn5,-1
4417,7r/3k4/5b2/1nB3N1/2B4p/1R5p/6PP/3K2R1,-1
4418,3r3N/8/rb3k2/pq3p1P/1PbPnP1P/2PPpK2/5BBR/8,1
4419,8/2p5/2R4b/1p2k1q1/1n2Bppp/Q2r3P/8/K7,1
4420,1rbqkbn1/pp1ppp2/nr6/1Pp3p1/7p/P1PP1P2/4PKPP/RNB1QBNR,-1
4421,8/2R5/1N1N3B/1P6/2P1p3/4P1P1/3P3k/4KBR1,1
4422,rn1qkbn1/p1pppppr/7p/1p6/P3PPQ1/8/1PPPb1PP/RNB1KBNR,-1
4423,8/8/P7/1nk3pP/6P1/8/2K5/R5b1,-1
4424,2r2k1r/p4N2/n1p1Q1pp/1p5P/Pb3p2/2BPPP2/1PP2KBP/R1N1R3,-1
4425,8/7k/8/8/5n2/5p2/1K6/8,1
4426,8/6k1/8/p7/5r2/1r5p/8/6K1,1
4427,4n1q1/1Qn3k1/R5Br/4p3/5B2/2pK1p2/4NR2/8,1
4428,1R2n3/1n2k3/B1r1p1pb/4p3/b1Np4/1QP2p1q/3K1B2/2N3Rr,1
4429,6K1/8/5r2/8/1PN5/p4Rb1/4k3/8,1
4430,8/P3K3/8/8/8/1r1b4/8/1k6,1
4431,b6k/5p2/4pPp1/8/p2Pp2P/P7/6rR/2K5,1
4432,4R3/8/3k3r/6p1/p7/P2b1P2/2B1r3/6K1,1
4433,4k3/8/8/5bK1/8/8/8/4r3,1
4434,4R3/4r1b1/2Pp3P/pp1p1P2/1P3k2/4qN2/P1K3p1/7n,-1
4435,rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR,-1
4436,8/4k3/rP5p/8/5Pp1/p1bq1B2/6KR/b7,-1
4437,8/5p1k/5P2/4p1pP/p3p3/8/1K6/1R3b2,1
4438,8/k7/4r1pr/5b1p/ppP4P/P2q1PN1/4B1P1/1R2KnR1,1
4439,5q1r/3k2bp/2npp3/rPp2p2/p3P1pP/1P1N2PN/P4K2/2R1QB1R,-1
4440,3rkb1r/pq1np1p1/5pbn/1pppP2p/2PP3P/1P3N1R/PB2NPP1/R2QKB2,1
4441,5k1N/1B1K4/8/8/8/7p/7P/8,-1
4442,4r3/3kb3/3n4/2B3N1/2B4p/7R/4K1PP/4R3,-1
4443,r1bqk2r/8/p1Np1pp1/4Pn1p/p1P4P/P4P2/nP2PBP1/1R2KBNR,1
4444,rnbqkbnr/p1p1pppp/8/3p4/2P4P/6P1/1P1PPP2/r1BQKBNR,-1
4445,b6k/5p2/4pPp1/1r6/p2Pp1PP/P1R5/4K3/3r4,1
4446,8/2R5/1N1N3B/1P6/2P1p3/4P1P1/3PB2k/4K1R1,1
4447,4n3/3k4/2rB4/8/2R5/n7/2p2Kn1/8,1
4448,3r4/q2nb1p1/4pk1r/3p1n1p/pQ1p2PP/P2BR3/N4PK1/N1B4R,1
4449,4N3/6r1/k7/4b3/5p2/8/3BK3/8,1
4450,rnbqkbnr/ppp1pppp/8/3p4/4N3/8/PPPPPPPP/R1BQKBNR,-1
4451,1nbqkb1r/1pppp1p1/5n2/1p3p1p/8/2PP4/rBQKPPPP/R4BNR,1
4452,6k1/2Q5/1Pp5/3bPNpp/8/4P3/2P2R1P/1R2Kn2,1
4453,6K1/3r2p1/1q1N4/8/p2p4/P3k2r/nB6/2R1b3,1
4454,5k2/6b1/7p/2b5/6K1/8/8/3q4,-1
4455,2b1r3/5k2/rb4N1/pqn2p1P/2RPpP1P/3P3R/1PP1K3/2B2B2,1
4456,rnbqkbnr/p1ppppp1/1p5p/8/4PP2/5Q2/PPPP2PP/RNB1KBNR,-1
4457,r1bqkbnr/pp3ppp/2n1p3/1B1p4/8/2N2N2/PPPP1PPP/R1BQK2R,1
4458,8/1K6/8/5rb1/8/2k5/7p/3B4,1
4459,2rqk3/3ppp1r/p4n1P/B1p1P2p/P1P4P/N1P3P1/nP1K4/R4R2,-1
4460,4k3/2r1pr2/p3P2P/q2p3p/1P2R1pP/NK6/1P6/1R6,-1
4461,6k1/2Q5/1Pp5/3bPNpp/8/4P3/2PR3P/1R2Kn2,1
4462,r2nqr2/3k4/1P1pp2p/5p1P/1bp1PNp1/pP4P1/P4KB1/3R3R,-1
4463,rnbqkb2/ppp2pp1/1n5r/3pp3/1PP2N1p/Q2P4/PB1NPPPP/R3KB1R,1
4464,rnq1kb2/ppp3p1/1Q2bp1r/4p3/1PPp1N1p/B2P4/P2NPPPP/2R1KB1R,1
4465,3Rnk2/1b4p1/1p6/1P1r2B1/1rP1p1P1/N2p3P/8/4K3,-1
4466,1n1qr3/2p5/Rpn1kp1b/Q2p4/4PpPp/7P/8/K4B2,1
4467,6n1/8/6k1/5p2/8/8/8/K7,1
4468,rn2kb2/Qppq2p1/7r/4pp2/1PbpNNPp/B2P4/P3PP1P/2R1KB1R,1
4469,3q4/5k2/np1pr3/p2P2pp/1PP1P1nP/5pKQ/7R/RNN3B1,-1
4470,8/1K6/5R2/8/8/8/4k3/8,1
4471,8/2K2k2/8/p7/P1R5/8/8/6b1,-1
4472,7k/8/8/2p5/6K1/4r3/4n3/1n6,1
4473,rn1qkb1r/2pppp1p/b7/pp4p1/4P2P/1P1P1QPR/P1PB1n2/RN2KBN1,-1
4474,rn2kbnr/ppp1pppp/8/8/8/7P/PPPK3R/R1B2b2,-1
4475,8/2R5/1N1N3B/1P6/2P1p2k/4P1p1/3P1P1P/4KBR1,1
4476,8/5B2/2p4b/8/3k3p/1K3p1P/8/3n3r,1
4477,rnbqkbnr/pppppppp/8/8/8/5P2/PPPPP1PP/RNBQKBNR,-1
4478,8/3BR3/8/2k4P/8/6Rp/1K5P/8,-1
4479,8/3r4/4k3/8/BR2b1p1/P3rP2/8/7K,1
4480,7k/B7/2P1P1P1/3Q4/p1pP2n1/P7/3b2K1/1qR2r2,-1
4481,8/4R2R/6Q1/3N4/3B4/P4k2/P1P2P1P/6K1,0
4482,3n1k2/3R4/b1P1R3/rP3pPp/5p2/8/8/5KN1,-1
4483,8/5bk1/7p/2K4n/8/p7/8/8,-1
4484,2bqkbr1/rn1pp3/1pp3p1/4PpPp/3P1P2/2NK4/PpP1BR1P/R1B1Q1N1,-1
4485,7k/8/5r2/8/8/8/3K4/8,1
4486,6K1/3r4/2N5/8/1P6/p4R2/3k4/6b1,1
4487,4k3/1ppr2pb/n2Q4/5P2/1P2Np1p/2rP1P1B/PBRKP2P/7R,1
4488,8/6P1/5p2/n5k1/8/3K2p1/8/8,1
4489,6k1/8/7n/5p1K/Rp6/8/8/b7,-1
4490,8/8/1P1P4/2k5/1n6/5K2/5b2/8,-1
4491,K4R2/8/8/8/8/8/4k3/8,1
4492,r2qkbn1/p1pppp1r/2n4p/1p2P1p1/P4Pb1/2P5/1P1PN1PP/RNB1KBR1,-1
4493,8/8/3k4/8/4r3/8/8/5K2,1
4494,3Rb3/6k1/3r1p2/1p6/7K/8/2p5/4n1n1,-1
4495,7k/8/r7/8/8/8/8/2K5,1
4496,8/1K6/4k3/p7/P2b4/8/5R2/8,-1
4497,2k5/8/8/r7/8/6K1/8/8,1
4498,8/7P/P4k2/6p1/5nP1/8/1K6/4b3,-1
4499,8/5bk1/1K5p/7n/8/p7/8/8,-1
4500,4n1B1/1k6/3B4/6b1/R7/6Pp/1K1R3P/8,-1
4501,1R6/1n3kn1/1r2p1pq/4p3/b1Bp4/1QP1bp2/5B2/1KN3Rr,1
4502,2b1kr2/3p2p1/1p6/RBr1pn2/2Pp1BPp/1P3N2/2n2P1P/1NQ1K2R,-1
4503,8/7k/nr5p/p2K4/8/8/8/3b4,-1
4504,6nr/3Bb1Nb/2P2k2/2P1q3/p1P1PPP1/N1npP2Q/1B1R1K1P/7R,1
4505,4k3/8/1N6/2K5/8/7p/7P/1B6,-1
4506,1RK5/8/8/7r/3k4/8/8/8,1
4507,5b2/8/3p1P2/p1R5/5r2/P7/1K5k/7n,-1
4508,rnq1kb2/ppp3p1/4bp1r/2Q1p3/1PPp1N1p/B2P4/P2NPPPP/2R1KB1R,1
4509,3k4/8/8/8/8/Nr2B2K/8/8,1
4510,R7/8/2k4r/6p1/p7/PB3P2/2bR3r/6K1,1
4511,1rbqk1nr/pp1p4/1Bpb1pp1/1N2P2p/2P4P/Pn3P2/1P2P1P1/R2QKBNR,1
4512,8/p2kn3/7p/2P3R1/2P4P/p4P2/N5BK/1r5R,-1
4513,8/p3n3/2k4p/2PR3P/2P1r3/p4P2/N5BK/3R4,-1
4514,8/1K2k3/8/p3b3/P7/8/8/8,-1
4515,3Q4/5k2/8/8/5P2/8/PP4K1/8,-1
4516,2R1nb2/1n2k3/B2rp1p1/4p2q/1QNpb3/2P2p2/4NB2/R3K1Rr,1
4517,2k5/1N6/r2q1Ppr/p1p2N1p/p1P1b2P/PP2nP2/4B1P1/1R2K2R,1
4518,b4k2/r4p2/2n1pPp1/p3q3/3Pp1P1/P1Pp1R1P/5K2/R7,1
4519,4n2N/6k1/8/1bp3P1/8/8/6K1/3b4,-1
4520,rnbqkb1r/ppp1p1pp/5n2/3p1p2/1PP5/5P1N/P2PP1PP/RNBQKB1R,-1
4521,7B/8/4R3/1n6/p7/8/8/5k1K,-1
4522,r1bqkbnr/1ppppppp/p1n5/8/6P1/7N/PPPPPP1P/RNBQKB1R,-1
4523,1k6/2n5/7K/8/8/3Q4/8/8,-1
4524,2k5/8/8/8/8/6B1/2N1Kp2/3r4,1
4525,rn1qkbb1/p1p1p2r/3p2pn/1p2p3/PP4pP/3Q3R/2PP1P2/RNB1KBN1,1
4526,3n2k1/1b3p1r/1p2pbNn/8/rpPpP1Np/5PP1/R3B1RP/2K5,-1
4527,3n2k1/2r1b2r/BP2p1Nn/3b1p2/1p1pPPNp/6P1/R5RP/2K5,-1
4528,1nbq1bn1/rp1pk3/p5pB/3Pp2p/1pP1P1pP/4KP2/P2Q3R/RN3BN1,-1
4529,r1bq2nr/pk1p1Bb1/np3p2/1Pp4P/N1P3Kp/B7/P7/RR1Q4,-1
4530,1R6/8/3k3r/6p1/p7/PB3P2/2b4r/6K1,1
4531,r5n1/p3Pk2/3p4/2q2Pp1/r1p4p/P1bP3N/2R1KQPP/1N3BBR,-1
4532,6k1/1Q6/1P6/2pbPNpp/4n3/4P3/2P2R1P/2R1K3,1
4533,rn2kr2/1pp3p1/4b2p/p3P3/Pb5N/BPQ1P3/2P4P/1R2KnR1,1
4534,2b3k1/R2p2p1/1p4n1/3rp1B1/BPPp2P1/8/3Q1r1P/1N1K3R,-1
4535,2r1kbnr/8/n7/pPpqpBp1/1PPp1Q1p/N3PP1b/R2PN1PP/2B2K1R,1
4536,rnbq2nr/p2pkBb1/1p3p2/2p3pP/N1P4P/5K1R/PP1P1p2/R1BQ4,-1
4537,3k4/3r4/8/1N6/8/4B3/6K1/8,1
4538,1R1K4/8/8/2r5/3k4/8/8/8,1
4539,r3kbb1/P3p1nr/Bq4p1/2R1p3/1n1p2pP/B2P1P2/2PNN2R/Q3K3,1
4540,1r3b1r/pq1n1kp1/4p2n/1P1pp2p/1p1Pb2P/P4N1R/1BQ1NPP1/3RKB2,1
4541,8/7r/8/p7/8/4k3/8/1K6,1
4542,8/7k/8/1np5/6K1/8/1p6/4r3,1
4543,8/P2K4/8/8/2b5/1r6/8/1k6,1
4544,3q2r1/2p5/bpn1kp1b/3p2p1/1R2P1Pp/3P3N/1K3n1P/1Q3B2,1
4545,3b2B1/1k6/2n5/8/R7/2R3Pp/K6P/8,-1
4546,3n2k1/4br2/BP2p1Nn/1r1b1p2/1p1pPPNp/R5P1/2R4P/1K6,-1
4547,3r4/2p5/7b/3q4/3k3p/5p1P/3p4/K2B4,1
4548,8/1K6/5P2/p5b1/P3k3/8/3n4/8,-1
4549,r1bk1b1r/pppp1ppp/n3p3/1q5n/2N3P1/3P1P1B/PPP1P2P/R1BQK1NR,-1
4550,1R2n3/4k3/1r1np1pq/4p3/Q2p4/2PBbp2/2K5/2N2RBr,1
4551,8/4B1r1/4k3/p7/r3P2p/4R1pK/7P/8,1
4552,2kn4/p7/7p/2P5/p6P/2P2P1R/N3r3/1RQ3KB,-1
4553,4r2N/8/rb2bk2/pqn2p1P/1PRP1P1P/2PPpK1R/8/5BB1,1
4554,8/1pprk1pb/n7/3Q1P2/1P3p1p/2rP1PNB/PBRKP2P/7R,1
4555,3r2r1/p1R2pP1/1p1p1P2/q1k4p/n1P1Q2P/1RPB4/3K2P1/8,1
4556,2rqkr2/4p3/p3P2P/P1ppnp1p/1BP4P/N1P3P1/RPK5/3R4,-1
4557,r2k1b1r/ppp3pp/n3b3/1q1ppp1P/2N5/2QP1P1B/PPP1P2P/R1B2KNR,-1
4558,6k1/8/6r1/8/8/8/8/1K6,1
4559,2R1n3/1n3k2/4p1p1/1r2p3/Q2p4/2P2p2/2BKNB1q/5R1r,1
4560,3r3N/8/rb3k2/pq3p1P/1PbPnP1P/2PPpK2/6BR/6B1,1
4561,4B3/4R3/8/2k4P/8/6Rp/1K5P/8,-1
4562,r2qkbnr/5ppp/n7/pPp1p3/2Pp4/1P1BPQ1b/R2PNPPP/1NB1K2R,1
4563,5b2/8/3p1P2/pR6/6r1/P7/8/K5kn,-1
4564,7B/5n2/P7/2k3pP/4K1P1/8/3b4/6R1,-1
4565,K4b2/8/4k3/p7/P7/6R1/8/8,-1
4566,3n1b2/4pk1r/b1PB2p1/1pN2pP1/2P2P1P/4K3/R5p1/1r3RN1,-1
4567,6n1/5k2/1r3p2/1p5K/8/3R4/8/2b5,-1
4568,3r3r/q2Bb1p1/4pk2/3p3p/p5PP/P2pn1K1/N3RP2/N1B1Q2R,1
4569,4R3/8/8/8/2K5/8/k7/8,1
4570,qr3k2/R3R3/4Bp2/1pnp4/3n4/2p5/2b3p1/6K1,-1
4571,1kB3RK/8/8/8/8/8/8/8,-1
4572,8/p2k4/6np/2P5/p6P/2P2PR1/N4rBK/7R,-1
4573,7R/5K2/8/8/8/8/1k3r2/8,1
4574,1K6/8/8/p1k5/P7/2b5/8/8,-1
4575,3n2k1/8/BP4rn/1rRPppb1/1p1p1P1p/4N1P1/2R4P/1K6,-1
4576,8/1K6/8/5rb1/8/2k2B2/7p/8,1
4577,8/r1P1n1k1/pp3p2/8/2p3K1/b1R5/8/8,-1
4578,8/3k4/8/7R/8/8/4K3/8,-1
4579,k7/8/K6p/7n/6b1/p7/8/8,-1
4580,4k2n/8/1R6/2K5/6P1/8/1b6/8,-1
4581,rnbqkbnr/ppppppp1/8/7p/1P6/5P2/P1PPP1PP/RNBQKBNR,-1
4582,1rbqk1rN/2p1b3/1pn2p2/p2p4/1P1PP1pp/1QP4R/P2N1KB1/R1n5,-1
4583,8/8/8/8/1R6/2k2K2/8/8,-1
4584,4b3/R7/3r1p1k/1p6/7K/8/2p5/4n1n1,-1
4585,4r2r/q2Bb1p1/4p1k1/3p3p/pR4PP/P2p1K2/N1N2P2/2B1Qn1R,1
4586,8/8/8/1K2k3/8/7p/1NB4P/8,-1
4587,1b6/k7/8/B5N1/5p2/2rb4/3Q4/6K1,1
4588,1nbqk1n1/1r6/1p1p4/p1BP2pp/1pP1P2P/P4pQB/R4K1R/1NN5,-1
4589,2b1nk2/2R3p1/8/1rp5/1rP3P1/N2pp2P/8/4K3,-1
4590,R3n2q/6k1/r2n2B1/4p1Br/1Q1p4/2P2p2/3KN3/5R2,1
4591,2b2rk1/3p2p1/1p6/R2rpnB1/BPPp2PN/8/Q4P1P/1N1K3R,-1
4592,5N2/8/2k4p/7P/P1nB2P1/7N/8/R5bK,-1
4593,8/3r4/2Rp3P/pp1p1P2/1P6/6kN/P3K1p1/4b2n,-1
4594,7r/7N/B1k2n1p/b6P/P4NP1/4R3/8/2B3K1,-1
4595,8/5p2/4kP2/6p1/K3p3/8/4p3/7b,1
4596,6k1/8/5K2/5p2/8/1p6/8/7R,-1
4597,N7/8/8/7P/8/4K3/6k1/8,-1
4598,8/8/7P/4K3/N7/8/7k/8,-1
4599,2bqk2r/2p5/Ppnp1ppb/7p/5p2/3PP1P1/1K5P/RQ3BNn,1
4600,7K/8/8/6R1/2k5/5r2/8/8,1
4601,5k2/1K6/8/p7/P7/4b3/8/8,-1
4602,2rqk2r/4p3/p3P2P/P1pp1p1p/1BP3nP/N1P3P1/RPK5/6R1,-1
4603,4b3/1B6/8/5rP1/P7/1k2K3/8/8,1
4604,8/2Q1N2k/1P6/4P2p/2p1P3/2P1R1pP/8/2R1K3,1
4605,8/8/8/3R4/k7/8/8/4K3,-1
